House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
22,Wales Avenue,Maureen,Williamson,29,Daughter,Single,Female,Child psychotherapist,None,None
23,Wales Avenue,Stephen,Richards,66,Head,Divorced,Male,"Engineer, water",None,None
24,Wales Avenue,Sophie,Jones,33,Head,Married,Female,Publishing copy,None,None
24,Wales Avenue,Robin,Jones,35,Husband,Married,Male,Sales executive,None,None
24,Wales Avenue,Derek,Jones,6,Son,NA,Male,Student,None,NA
25,Wales Avenue,Gerard,Hall,20,Head,Single,Male,University Student,None,Catholic
26,Wales Avenue,Leanne,Dixon,73,Head,Married,Female,Retired Secondary school teacher,None,Catholic
26,Wales Avenue,Jeffrey,Dixon,77,Husband,Married,Male,Retired Therapeutic radiographer,None,Catholic
27,Wales Avenue,Christian,Morrison,69,Head,Married,Male,"Retired Psychologist, occupational",None,Christian
27,Wales Avenue,Carly,Morrison,70,Wife,Married,Female,Retired Visual merchandiser,None,Christian
28,Wales Avenue,Deborah,Smith,58,Head,Single,Female,Banker,None,Christian
29,Wales Avenue,Amanda,Lee,20,Head,Divorced,Female,University Student,None,None
30,Wales Avenue,Carole,Allen,30,Head,Divorced,Female,Intelligence analyst,None,None
31,Wales Avenue,Emma,Green,70,Head,Single,Female,Retired Tourism officer,None,None
32,Wales Avenue,Stewart,Bryan,61,Head,Divorced,Male,"Surveyor, rural practice",None,Christian
33,Wales Avenue,Jade,Bird,30,Head,Divorced,Female,Chief of Staff,None,None
34,Wales Avenue,George,North,65,Head,Widowed,Male,Fast food restaurant manager,None,Christian
35,Wales Avenue,Clare,Hunter,21,Head,Married,Female,University Student,None,None
35,Wales Avenue,Glen,Hunter,25,Husband,Married,Male,Translator,None,None
36,Wales Avenue,Jake,Baker,80,Head,Divorced,Male,Retired Product manager,None,Christian
37,Wales Avenue,Valerie,Hammond,67,Head,Single,Female,"Teacher, adult education",None,None
38,Wales Avenue,Emma,Dodd,62,Head,Divorced,Female,"Education officer, environmental",None,None
38,Wales Avenue,Diana,Hopkins,44,None,Single,Female,Chiropodist,None,None
39,Wales Avenue,Nicole,Taylor,39,Head,Married,Female,"Engineer, automotive",None,Catholic
39,Wales Avenue,Gerald,Taylor,44,Husband,Married,Male,Fashion designer, ,Catholic
40,Wales Avenue,Jessica,Alexander-Roberts,42,Head,Married,Female,Unemployed,None,None
40,Wales Avenue,Russell,Alexander-Roberts,48,Husband,Married,Male,Housing manager/officer,None,None
40,Wales Avenue,Amber,Alexander-Roberts,15,Daughter,NA,Female,Student,None,NA
41,Wales Avenue,Maria,Austin,31,Head,Single,Female,Unemployed,None,None
41,Wales Avenue,Sharon,Austin,7,Daughter,NA,Female,Student,None,NA
42,Wales Avenue,Debra,Stone,44,Head,Single,Female,"Editor, commissioning",None,Catholic
43,Wales Avenue,Mark,Davies,73,Head,Widowed,Male,Retired Consulting civil engineer,None,Christian
44,Wales Avenue,Stuart,Morley,46,Head,Married,Male,Bonds trader,None,Methodist
44,Wales Avenue,Vanessa,Morley,54,Wife,Married,Female,Dietitian,None,Methodist
45,Wales Avenue,Joseph,James,21,Head,Divorced,Male,University Student,None,Methodist
46,Wales Avenue,Fiona,Pritchard,49,Head,Married,Female,"Pharmacist, community",None,None
46,Wales Avenue,William,Pritchard,51,Husband,Married,Male,General practice doctor,None,None
47,Wales Avenue,Patricia,Gray,53,Head,Single,Female,"Producer, radio",None,Christian
48,Wales Avenue,Jennifer,Armstrong,50,Head,Single,Female,"Research officer, government",None,Muslim
49,Wales Avenue,Jill,Wilson,50,Head,Divorced,Female,Systems developer,None,Catholic
50,Wales Avenue,Elizabeth,Kennedy,104,Head,Married,Female,Retired Adult guidance worker,None,None
50,Wales Avenue,Alan,Kennedy,107,Husband,Married,Male,Retired Marine scientist,None,None
51,Wales Avenue,Paula,Rogers,45,Head,Single,Female,"Librarian, public",None,Catholic
52,Wales Avenue,Kate,Rose,36,Head,Single,Female,Contractor,None,Catholic
53,Wales Avenue,Vincent,Brown,51,Head,Single,Male,Electronics engineer,None,Christian
54,Wales Avenue,Gerald,Davies,19,Head,Single,Male,University Student,None,Christian
55,Wales Avenue,Leah,Wood,98,Head,Divorced,Female,Unemployed,None,Jewish
56,Wales Avenue,Samantha,Khan,54,Head,Divorced,Female,Dancer,None,Christian
56,Wales Avenue,Victoria,Khan,32,Daughter,Single,Female,"Surveyor, building control",None,Christian
57,Wales Avenue,Margaret,Johnson,70,Head,Widowed,Female,Retired Museum education officer,None,Catholic
57,Wales Avenue,Carole,Johnson,32,Daughter,Single,Female,Lawyer,None,Catholic
57,Wales Avenue,Debra,Johnson,29,Daughter,Divorced,Female,"Surveyor, mining",None,Catholic
58,Wales Avenue,Denise,Brown,91,Head,Widowed,Female,Retired Interior and spatial designer,None,Methodist
59,Wales Avenue,Eleanor,Pugh,61,Head,Single,Female,Textile designer,None,Catholic
60,Wales Avenue,Frances,Hawkins,52,Head,Married,Female,Equality and diversity officer,None,Sikh
60,Wales Avenue,Philip,Hawkins,49,Husband,Married,Male,"Surveyor, insurance",None,Sikh
1,Peterborough Avenue,Georgina,Dean,63,Head,Single,Female,Exercise physiologist,None,Christian
2,Peterborough Avenue,Amber,Barker,52,Head,Divorced,Female,Forensic scientist,None,None
2,Peterborough Avenue,Norman,Barker,18,Son,Single,Male,Student,None,None
2,Peterborough Avenue,Katy,Barker,14,Daughter,NA,Female,Student,None,NA
2,Peterborough Avenue,Jake,Barker,6,Son,NA,Male,Student,None,NA
3,Peterborough Avenue,Dennis,Payne,80,Head,Divorced,Male,Retired Secretary/administrator,None,None
4,Peterborough Avenue,Victoria,Mason,41,Head,Widowed,Female,Unemployed,None,None
4,Peterborough Avenue,Julian,Mason,11,Son,NA,Male,Student,None,NA
4,Peterborough Avenue,Kathryn,Mason,8,Daughter,NA,Female,Student,None,NA
4,Peterborough Avenue,Aimee,Mason,8,Daughter,NA,Female,Student,None,NA
4,Peterborough Avenue,Beth,Mason,six,Daughter,NA,Female,Student,None,NA
4,Peterborough Avenue,Ruth,Mason,4,Daughter,NA,Female,Child,None,NA
5,Peterborough Avenue,Kate,Freeman,61,Head,Single,Female,Theatre manager,None,Christian
5,Peterborough Avenue,Graham,Harrison,68,Partner,Single,Male,Retired Chief Strategy Officer,None,None
5,Peterborough Avenue,Louis,Freeman,25,Son,Single,Male,Glass blower/designer,None,Christian
5,Peterborough Avenue,Katie,Freeman,21,Daughter,Divorced,Female,"Accountant, chartered management",None,None
5,Peterborough Avenue,Craig,Freeman,10,Son,NA,Male,Student,None,NA
6,Peterborough Avenue,Maureen,Gardner,50,Head,Married,Female,Video editor,None,Catholic
6,Peterborough Avenue,Dylan,Gardner,50,Husband,Married,Male,Geoscientist,None,Catholic
7,Peterborough Avenue,Mary,Reynolds,68,Head,Widowed,Female,Retired Chartered certified accountant,None,None
8,Peterborough Avenue,Julie,Parry,53,Head,Single,Female,Unemployed,None,Christian
8,Peterborough Avenue,Grace,Parry,24,Daughter,Single,Female,Hospital doctor,Blind,None
8,Peterborough Avenue,Martin,Parry,24,Son,Single,Male,Medical secretary,None,None
8,Peterborough Avenue,Patricia,Parry,24,Daughter,Single,Female,Publishing copy,None,None
8,Peterborough Avenue,Ashley,Parry,22,Son,Single,Male,University Student,None,Christian
9,Peterborough Avenue,Margaret,Jones,69,Head,Married,Female,"Retired Surveyor, hydrographic",None,Catholic
9,Peterborough Avenue,Mohammad,Jones,69,Husband,Married,Male,"Retired Engineer, communications",None,Catholic
10,Peterborough Avenue,Julia,Russell,47,Head,Married,Female,Secretary/administrator,None,None
10,Peterborough Avenue,Frederick,Russell,52,Husband,Married,Male,Senior tax professional/tax inspector,None,None
10,Peterborough Avenue,Paige,Russell,19,Daughter,Divorced,Female,Recruitment consultant,None,None
10,Peterborough Avenue,Jenna,Russell,16,Daughter,NA,Female,Student,None,NA
11,Peterborough Avenue,Natasha,Doyle,38,Head,Single,Female,Stage manager,None,None
11,Peterborough Avenue,Joshua,Evans,27,None,Single,Male,"Designer, industrial/product",None,Christian
12,Peterborough Avenue,Neil,Barrett,21,Head,Single,Male,University Student,None,Christian
12,Peterborough Avenue,Bethany,Khan,21,Partner,Single,Female,University Student,None,Christian
13,Peterborough Avenue,Craig,Parker,23,Head,Single,Male,"Education officer, community",None,Catholic
13,Peterborough Avenue,Charlotte,Cameron,22,Partner,Single,Female,University Student,None,Catholic
14,Peterborough Avenue,Danielle,Richardson,47,Head,Married,Female,"Chemist, analytical",None,Christian
14,Peterborough Avenue,Russell,Richardson,48,Husband,Married,Male,"Research officer, government",None,Christian
14,Peterborough Avenue,Anne,Richardson,23,Daughter,Single,Female,Restaurant manager,None,Catholic
15,Peterborough Avenue,Pauline,Nash,52,Head,Divorced,Female,"Engineer, land",None,None
15,Peterborough Avenue,Luke,Nash,33,Son,Divorced,Male,Field seismologist,None,None
15,Peterborough Avenue,Glenn,Nash,33,Son,Divorced,Male,Occupational therapist,None,None
15,Peterborough Avenue,Billy,Nash,27,Son,Single,Male,Product/process development scientist,None,None
15,Peterborough Avenue,Colin,Nash,26,Son,Divorced,Male,Fisheries officer,None,None
16,Peterborough Avenue,Callum,Patel,45,Head,Single,Male,Ergonomist,None,None
16,Peterborough Avenue,Jemma,Harrison,19,None,Single,Female,University Student,None,Christian
16,Peterborough Avenue,Pamela,Murphy,59,None,Single,Female,Occupational therapist,None,Methodist
16,Peterborough Avenue,Roy,Watts,52,None,Single,Male,Public affairs consultant,None,Christian
17,Peterborough Avenue,Justin,Greenwood,62,Head,Married,Male,Press photographer,None,Methodist
17,Peterborough Avenue,Rebecca,Greenwood,58,Wife,Married,Female,Control and instrumentation engineer,None,Methodist
18,Peterborough Avenue,Max,Smith,41,Head,Married,Male,Oceanographer,None,None
18,Peterborough Avenue,Vanessa,Smith,38,Wife,Married,Female,Make,None,None
18,Peterborough Avenue,Amber,Brookes,26,Lodger,Single,Female,Teaching laboratory technician,Unknown Infection,None
18,Peterborough Avenue,Ashleigh,Wright,42,Lodger,Divorced,Female,Database administrator,None,Catholic
19,Peterborough Avenue,Ryan,Smith,27,Head,Married,Male,"Producer, television/film/video",None,None
19,Peterborough Avenue,Lynda,Smith,25,Wife,Married,Female,Holiday representative,None,None
20,Peterborough Avenue,Kimberley,Quinn,39,Head,Married,Female,Marine scientist,None,Methodist
20,Peterborough Avenue,Clifford,Quinn,40,Husband,Married,Male,Chartered loss adjuster,None,Methodist
21,Peterborough Avenue,Kerry,Hughes,25,Head,Divorced,Female,Dentist,None,Catholic
21,Peterborough Avenue,Joyce,Hughes,8,Daughter,NA,Female,Student,None,NA
22,Peterborough Avenue,Deborah,Morris,43,Head,Married,Female,Barista,None,None
22,Peterborough Avenue,Brian,Morris,43,Husband,Married,Male,Retail merchandiser,None,None
23,Peterborough Avenue,Elaine,Newman,27,Head,Single,Female,Theme park manager,None,Catholic
23,Peterborough Avenue,Joanne,Newman,6,Daughter,NA,Female,Student,None,NA
23,Peterborough Avenue,Ross,Newman,5,Son,NA,Male,Student,None,NA
24,Peterborough Avenue,Roy,Lane,21,Head,Divorced,Male,University Student,None,None
25,Peterborough Avenue,Annette,Davison,31,Head,Married,Female,Theme park manager,None,Catholic
25,Peterborough Avenue,Phillip,Davison,28,Husband,Married,Male,Fisheries officer,None,Catholic
25,Peterborough Avenue,Harriet,Davison,3,Daughter,NA,Female,Child,None,NA
26,Peterborough Avenue,Kieran,Phillips,48,Head,Married,Male,Writer,None,Methodist
26,Peterborough Avenue,Stacey,Phillips,48,Wife,Married,Female,Visual merchandiser,None,Methodist
27,Peterborough Avenue,Jacqueline,Moore,52,Head,Divorced,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
27,Peterborough Avenue,Marion,Moore,18,Daughter,Divorced,Female,Student,None,None
27,Peterborough Avenue,Beverley,Moore,13,Daughter,NA,Female,Student,None,NA
28,Peterborough Avenue,Shannon,Howells,68,Head,Married,Female,Retired Web designer,None,Christian
28,Peterborough Avenue,Owen,Howells,72,Husband,Married,Male,Retired Public affairs consultant,None,None
29,Peterborough Avenue,Dawn,Clarke,33,Head,Single,Female,Advice worker,None,None
30,Peterborough Avenue,Lydia,Matthews,40,Head,Single,Female,Unemployed,None,None
30,Peterborough Avenue,Brenda,Matthews,7,Daughter,NA,Female,Student,None,NA
31,Peterborough Avenue,Eleanor,Khan,50,Head,Single,Female,"Conservation officer, historic buildings",None,Christian
31,Peterborough Avenue,Samuel,Hayes,53,Partner,Single,Male,Exercise physiologist,None,Christian
32,Peterborough Avenue,Jacqueline,Flynn,52,Head,Married,Female,Fisheries officer,None,None
32,Peterborough Avenue,Victor,Flynn,53,Husband,Married,Male,"Surveyor, hydrographic",None,None
32,Peterborough Avenue,Karen,Flynn,24,Daughter,Single,Female,Farm manager,None,None
32,Peterborough Avenue,Stephanie,Flynn,23,Daughter,Single,Female,Environmental consultant,None,None
32,Peterborough Avenue,Neil,Flynn,14,Son,NA,Male,Student,None,NA
33,Peterborough Avenue,Lynne,Myers,42,Head,Married,Female,Catering manager,None,Methodist
33,Peterborough Avenue,Antony,Myers,45,Husband,Married,Male,Television/film/video producer,None,Methodist
33,Peterborough Avenue,Shane,Myers,12,Son,NA,Male,Student,None,NA
34,Peterborough Avenue,Mark,Wilson,49,Head,Divorced,Male,Soil scientist,None,Methodist
35,Peterborough Avenue,Mohamed,Harper,64,Head,Married,Male,"Therapist, art",None,Christian
35,Peterborough Avenue,Joanna,Harper,61,Wife,Married,Female,Editorial assistant,None,Christian
36,Peterborough Avenue,Anna,Henderson,75,Head,Married,Female,Retired Horticultural consultant,None,Christian
36,Peterborough Avenue,Henry,Henderson,79,Husband,Married,Male,Retired Radio producer,None,Christian
37,Peterborough Avenue,Kayleigh,Bell,84,Head,Married,Female,"Retired Conservation officer, historic buildings",None,Catholic
37,Peterborough Avenue,Daniel,Bell,85,Husband,Married,Male,"Retired Engineer, production",None,Catholic
38,Peterborough Avenue,Natasha,Wallace,39,Head,Married,Female,Arboriculturist,None,Methodist
38,Peterborough Avenue,Ricky,Wallace,37,Husband,Married,Male,Translator,None,Methodist
38,Peterborough Avenue,Annette,Wallace,1,Step-Daughter,NA,Female,Child,None,NA
39,Peterborough Avenue,Caroline,Turner,64,Head,Married,Female,Waste management officer,None,Christian
39,Peterborough Avenue,Donald,Turner-Osborne,66,Husband,Married,Male,"Designer, textile",None,None
39,Peterborough Avenue,Alan,Turner-Osborne,33,Son,Single,Male,"Producer, television/film/video",None,Christian
40,Peterborough Avenue,Kate,Davis,83,Head,Married,Female,"Retired Education officer, environmental",None,None
40,Peterborough Avenue,Antony,Davis,84,Husband,Married,Male,Retired Politician's assistant,None,None
41,Peterborough Avenue,Tracy,Lee,73,Head,Married,Female,"Retired Exhibitions officer, museum/gallery",None,None
41,Peterborough Avenue,Douglas,Lee,77,Husband,Married,Male,Retired Phytotherapist,None,None
42,Peterborough Avenue,Annette,Akhtar,36,Head,Married,Female,"Engineer, land",None,Catholic
42,Peterborough Avenue,Allan,Akhtar,39,Husband,Married,Male,Unemployed,None,Catholic
42,Peterborough Avenue,Graeme,Akhtar,4,Son,NA,Male,Child,None,NA
43,Peterborough Avenue,Keith,Evans,52,Head,Divorced,Male,Technical sales engineer,None,Catholic
43,Peterborough Avenue,Linda,Evans,24,Daughter,Single,Female,Multimedia specialist,None,Catholic
43,Peterborough Avenue,Russell,Evans,21,Son,Divorced,Male,University Student,None,Catholic
43,Peterborough Avenue,Angela,Parry,17,Daughter,NA,Female,Student,None,NA
43,Peterborough Avenue,Samantha,Parry,14,Daughter,NA,Female,Student,None,NA
1,Smith Harbors,Lesley,Davies,51,Head,Divorced,Female,Psychiatric nurse,None,Christian
1,Smith Harbors,Stuart,Davies,16,Son,NA,Male,Student,None,NA
1,Smith Harbors,Josephine,Davies,8,Daughter,NA,Female,Student,None,NA
2,Smith Harbors,Dorothy,Harris,30,Head,Married,Female,Tax inspector,None,None
2,Smith Harbors,Robin,Harris,30,Husband,Married,Male,Graphic designer,None,None
2,Smith Harbors,Trevor,Harris,4,Son,NA,Male,Child,None,NA
3,Smith Harbors,Bryan,Marshall,65,Head,Married,Male,Social worker,None,Methodist
3,Smith Harbors,Brenda,Marshall,65,Wife,Married,Female,Horticultural consultant,None,Methodist
3,Smith Harbors,George,Whitehouse,6,Grandson,NA,Male,Student,None,NA
4,Smith Harbors,Hollie,Wilson,28,Head,Married,Female,"Sound technician, broadcasting/film/video",None,Christian
4,Smith Harbors,Shaun,Wilson,30,Husband,Married,Male,Engineering geologist,None,None
4,Smith Harbors,Lorraine,Wilson,6,Daughter,NA,Female,Student,None,NA
4,Smith Harbors,Billy,Wilson,4,Son,NA,Male,Child,None,NA
4,Smith Harbors,Jeffrey,Wilson,1,Son,NA,Male,Child,None,NA
5,Smith Harbors,Cheryl,Roberts,54,Head,Single,Female,Farm manager,None,Catholic
5,Smith Harbors,Paul,Powell,60,Partner,Single,Male,Environmental health practitioner,None,None
5,Smith Harbors,Richard,Roberts,17,Son,NA,Male,Student,None,NA
6,Smith Harbors,Charles,Henderson,21,Head,Single,Male,Games developer,None,None
7,Smith Harbors,Toby,Jones,20,Head,Single,Male,University Student,None,None
7,Smith Harbors,Thomas,Jones,0,Son,NA,Male,Child,None,NA
7,Smith Harbors,Mandy,Ferguson,42,Lodger,Single,Female,Interpreter,None,Catholic
7,Smith Harbors,George,Lowe,18,Sibling,Divorced,Male,Student,None,NA
8,Smith Harbors,Duncan,Watts,45,Head,Married,Male,Personnel officer,None,Catholic
8,Smith Harbors,Christine,Watts,41,Wife,Married,Female,Unemployed,None,Catholic
8,Smith Harbors,Gavin,Watts,13,Son,NA,Male,Student,None,NA
9,Smith Harbors,Craig,Wood,29,Head,Married,Male,Licensed conveyancer,None,Methodist
9,Smith Harbors,Fiona,Wood,27,Wife,Married,Female,"Engineer, chemical",None,None
10,Smith Harbors,Bethany,Holloway,47,Head,Married,Female,Astronomer,None,Methodist
10,Smith Harbors,Douglas,Holloway,46,Husband,Married,Male,Unemployed,None,Methodist
10,Smith Harbors,Gail,Holloway,22,Daughter,Single,Female,University Student,None,Methodist
10,Smith Harbors,Antony,Holloway,12,Son,NA,Male,Student,None,NA
11,Smith Harbors,Annette,Patel,48,Head,Single,Female,Nature conservation officer,None,Jewish
11,Smith Harbors,Jill,Patel,13,Daughter,NA,Female,Student,None,NA
11,Smith Harbors,Jenna,Patel,11,Daughter,NA,Female,Student,None,NA
12,Smith Harbors,Anne,Moore,74,Head,Married,Female,"Retired Engineer, civil (consulting)",None,None
12,Smith Harbors,Ian,Moore,77,Husband,Married,Male,Retired Further education lecturer,None,None
1,Gwyneddcharm Drive,Frederick,Dean,38,Head,Single,Male,Exhibition designer,None,None
2,Gwyneddcharm Drive,Ellie,Ferguson,82,Head,Married,Female,Retired Charity fundraiser,None,None
2,Gwyneddcharm Drive,Ryan,Ferguson,84,Husband,Married,Male,"Retired Teacher, primary school",None,None
3,Gwyneddcharm Drive,Shirley,Lee,48,Head,Married,Female,Comptroller,None,None
3,Gwyneddcharm Drive,Vincent,Lee,50,Husband,Married,Male,Soil scientist,None,None
3,Gwyneddcharm Drive,Megan,Lee,31,Daughter,Divorced,Female,Politician's assistant,None,None
4,Gwyneddcharm Drive,Daniel,Harris,63,Head,Single,Male,Archaeologist,None,None
